% 1. Title: Mushroom Database
%
% 2. Sources:
%	(a) Mushroom records drawn from The Audubon Society Field Guide to North
%	American Mushrooms (1981). G. H. Lincoff (Pres.), New York: Alfred
%	A. Knopf
%	(b) Donor: Jeff Schlimmer (Jeffrey.Schlimmer@a.gp.cs.cmu.edu)
%	(c) Date: 27 April 1987


@relation mushroom.database

@attribute class {edible, poisonous}
@attribute cap-shape {bell, conical, convex, flat, knobbed, sunken}
@attribute cap-surface {fibrous, grooves, scaly, smooth}
@attribute cap-color {brown, buff, cinnamon, gray, green, pink, purple, red, white, yellow}
@attribute presence_of_bruises {bruises, no}
@attribute odor {almond, anise, creosote, fishy, foul, musty, none, pungent, spicy}
@attribute gill-spacing {close, crowded}
@attribute gill-size {broad, narrow}
@attribute gill-color {black, brown, buff, chocolate, gray, green, orange, pink, purple, red, white, yellow}
@attribute stalk-shape {enlarging, tapering}
@attribute stalk-root {bulbous, club, equal, rooted}
@attribute stalk-surface-above-ring {fibrous, scaly, silky, smooth}
@attribute stalk-surface-below-ring {fibrous, scaly, silky, smooth}
@attribute stalk-color-above-ring {brown, buff, cinnamon, gray, orange, pink, red, white, yellow}
@attribute stalk-color-below-ring {brown, buff, cinnamon, gray, orange, pink, red, white, yellow}
@attribute ring-number {none, one, two}
@attribute ring-type {evanescent, flaring, large, none, pendant}
@attribute spore-print-color {black, brown, buff, chocolate, green, orange, purple, white, yellow}
@attribute population {abundant, clustered, numerous, scattered, several, solitary}
@attribute habitat {grasses, leaves, meadows, paths, urban, waste, woods}

@data
edible,flat,scaly,brown,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,one,pendant,brown,several,woods
poisonous,convex,smooth,gray,no,creosote,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,one,large,chocolate,several,grasses
edible,flat,fibrous,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,one,pendant,black,several,woods
edible,flat,scaly,brown,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,one,pendant,brown,several,woods
edible,flat,scaly,gray,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,one,pendant,black,several,woods
edible,flat,fibrous,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,one,pendant,brown,solitary,woods
poisonous,convex,fibrous,white,no,creosote,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,several,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,one,large,chocolate,several,grasses
poisonous,convex,fibrous,gray,no,creosote,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,flat,fibrous,red,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,flat,scaly,red,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,one,pendant,brown,several,woods
poisonous,flat,scaly,gray,no,foul,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,one,large,chocolate,solitary,grasses
edible,flat,scaly,red,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,one,pendant,brown,solitary,woods
poisonous,convex,fibrous,pink,no,creosote,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
poisonous,convex,smooth,gray,no,creosote,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,scattered,woods
edible,flat,scaly,red,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,one,pendant,black,several,woods
edible,flat,fibrous,red,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,one,pendant,brown,solitary,woods
edible,flat,scaly,red,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,one,pendant,black,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,one,pendant,black,several,woods
poisonous,convex,smooth,pink,no,creosote,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,one,large,chocolate,solitary,woods
edible,flat,fibrous,red,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,white,white,one,pendant,black,several,woods
edible,flat,scaly,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,one,pendant,brown,several,woods
edible,flat,fibrous,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,one,pendant,black,several,woods
edible,flat,fibrous,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,one,pendant,brown,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,one,pendant,brown,solitary,woods
edible,flat,scaly,red,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,one,pendant,black,several,woods
poisonous,flat,fibrous,yellow,no,foul,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,one,large,chocolate,several,paths
edible,convex,fibrous,gray,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,one,pendant,black,solitary,woods
poisonous,convex,smooth,pink,no,creosote,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
edible,convex,scaly,red,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,one,pendant,brown,solitary,woods
edible,flat,fibrous,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,one,pendant,black,solitary,woods
edible,flat,fibrous,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,one,pendant,brown,several,woods
edible,convex,fibrous,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,one,pendant,black,several,woods
edible,flat,scaly,gray,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,one,pendant,black,several,woods
edible,flat,fibrous,red,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,one,pendant,brown,several,woods
poisonous,convex,smooth,white,no,creosote,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
poisonous,convex,scaly,gray,no,foul,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,one,large,chocolate,solitary,woods
poisonous,convex,fibrous,pink,no,creosote,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,several,woods
edible,flat,scaly,gray,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,one,pendant,brown,solitary,woods
edible,convex,scaly,brown,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,one,pendant,brown,several,woods
poisonous,convex,fibrous,gray,no,creosote,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
edible,flat,scaly,brown,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,one,pendant,black,solitary,woods
poisonous,convex,fibrous,pink,no,creosote,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,several,woods
edible,flat,fibrous,red,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,one,pendant,brown,solitary,woods
poisonous,convex,smooth,white,no,creosote,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,scattered,woods
edible,convex,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,one,pendant,brown,several,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,one,large,chocolate,solitary,grasses
poisonous,convex,smooth,gray,no,creosote,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,scattered,woods
edible,flat,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,one,pendant,brown,solitary,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,one,large,chocolate,solitary,grasses
poisonous,convex,smooth,pink,no,creosote,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,several,woods
edible,flat,scaly,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,one,pendant,black,solitary,woods
poisonous,convex,smooth,gray,no,creosote,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
edible,convex,scaly,gray,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,one,pendant,brown,several,woods
edible,convex,scaly,gray,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,one,pendant,black,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,one,pendant,brown,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,one,pendant,black,several,woods
edible,flat,fibrous,brown,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,one,pendant,brown,solitary,woods
poisonous,convex,smooth,gray,no,creosote,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
edible,flat,fibrous,gray,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,one,pendant,black,several,woods
edible,convex,fibrous,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,one,pendant,brown,several,woods
edible,flat,fibrous,gray,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,one,pendant,brown,solitary,woods
edible,flat,scaly,red,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,one,pendant,brown,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,one,pendant,black,several,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,one,large,chocolate,solitary,grasses
poisonous,convex,smooth,gray,no,creosote,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
edible,flat,scaly,red,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,one,pendant,black,solitary,woods
edible,convex,scaly,gray,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,one,pendant,brown,solitary,woods
poisonous,convex,fibrous,gray,no,creosote,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,several,woods
edible,flat,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,one,pendant,black,solitary,woods
edible,flat,scaly,gray,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,one,pendant,black,solitary,woods
edible,flat,fibrous,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,one,pendant,black,several,woods
poisonous,convex,fibrous,yellow,no,foul,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,one,large,chocolate,several,paths
poisonous,convex,smooth,gray,no,creosote,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,several,woods
edible,flat,scaly,gray,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,one,pendant,brown,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,one,pendant,brown,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,one,pendant,black,solitary,woods
edible,flat,scaly,gray,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,one,pendant,brown,several,woods
edible,flat,scaly,gray,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,one,pendant,black,several,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,one,large,chocolate,several,paths
edible,flat,scaly,gray,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,one,pendant,black,solitary,woods
edible,flat,fibrous,red,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,one,pendant,brown,several,woods
poisonous,convex,fibrous,gray,no,creosote,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,flat,scaly,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,one,pendant,brown,several,woods
poisonous,flat,scaly,gray,no,foul,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,one,large,chocolate,solitary,paths
edible,flat,fibrous,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,one,pendant,black,solitary,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,one,large,chocolate,several,paths
edible,flat,scaly,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,one,pendant,black,several,woods
poisonous,convex,fibrous,pink,no,creosote,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
edible,flat,fibrous,red,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,one,pendant,brown,several,woods
poisonous,convex,fibrous,pink,no,creosote,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
poisonous,convex,smooth,white,no,creosote,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
edible,flat,scaly,gray,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,one,pendant,brown,several,woods
poisonous,convex,smooth,pink,no,creosote,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,one,large,chocolate,solitary,woods
edible,convex,fibrous,brown,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,one,pendant,brown,several,woods
edible,flat,scaly,gray,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,one,pendant,black,solitary,woods
edible,flat,scaly,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,one,pendant,black,solitary,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,gray,no,creosote,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,one,large,chocolate,several,paths
poisonous,convex,fibrous,white,no,creosote,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
edible,flat,scaly,brown,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,one,pendant,black,solitary,woods
edible,flat,scaly,gray,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,one,pendant,black,solitary,woods
poisonous,convex,fibrous,white,no,creosote,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,scattered,woods
edible,convex,scaly,gray,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,one,pendant,black,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,one,pendant,black,several,woods
edible,flat,fibrous,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,one,pendant,black,solitary,woods
edible,convex,scaly,red,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,one,pendant,black,solitary,woods
edible,flat,scaly,red,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,one,pendant,black,solitary,woods
poisonous,convex,fibrous,white,no,creosote,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,scattered,woods
edible,flat,fibrous,red,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,one,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,no,foul,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,one,large,chocolate,solitary,woods
edible,flat,fibrous,gray,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,one,pendant,brown,several,woods
edible,flat,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,one,pendant,brown,several,woods
poisonous,convex,fibrous,gray,no,creosote,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
poisonous,convex,smooth,pink,no,creosote,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,flat,fibrous,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,one,pendant,brown,solitary,woods
edible,convex,fibrous,gray,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,one,pendant,black,several,woods
edible,flat,scaly,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,one,pendant,black,solitary,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,one,large,chocolate,several,paths
edible,convex,scaly,brown,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,one,pendant,black,several,woods
edible,flat,scaly,gray,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,one,pendant,black,solitary,woods
edible,flat,fibrous,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,one,pendant,brown,solitary,woods
poisonous,convex,fibrous,gray,no,creosote,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,one,pendant,black,scattered,woods
edible,flat,scaly,brown,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,one,pendant,brown,several,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,one,large,chocolate,several,paths
edible,flat,scaly,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,one,pendant,black,several,woods
edible,flat,fibrous,red,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,one,pendant,black,several,woods
edible,flat,fibrous,red,bruises,none,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,one,pendant,black,solitary,woods
poisonous,convex,smooth,white,no,creosote,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
poisonous,convex,fibrous,white,no,creosote,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,one,pendant,brown,scattered,woods
edible,flat,fibrous,red,bruises,none,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,one,pendant,black,several,woods
edible,flat,fibrous,red,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,one,pendant,black,several,woods
edible,flat,scaly,brown,bruises,none,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,one,pendant,black,solitary,woods
poisonous,convex,fibrous,gray,no,foul,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,one,large,chocolate,several,grasses
